,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
627,True,False,False,False,False,False,True,False,False,True
628,False,True,False,False,False,False,False,True,True,False
629,False,True,False,False,False,False,False,True,True,False
630,True,False,False,False,False,False,True,False,False,True
631,False,True,False,False,False,True,False,False,False,True
632,False,False,False,False,False,False,True,False,False,True
633,True,False,False,False,False,False,True,False,False,True
634,False,True,False,False,False,True,False,False,True,False
635,False,True,False,False,False,False,False,True,True,False
636,False,True,False,False,False,False,False,True,True,False
637,True,False,False,False,False,False,True,False,False,True
638,False,True,False,False,False,True,False,False,True,False
639,True,False,False,False,False,False,True,False,True,False
640,False,False,False,False,False,False,False,True,True,False
641,True,False,False,False,False,False,False,True,True,False
642,False,True,True,False,False,False,False,True,True,False
643,False,False,False,False,False,False,True,False,False,True
644,False,True,False,False,False,False,False,True,True,False
645,True,False,False,False,False,True,False,False,False,True
646,False,True,False,False,False,False,False,True,True,False
647,False,True,True,False,False,False,False,True,True,False
648,False,False,False,False,False,False,False,True,True,False
649,True,False,False,False,False,True,False,False,False,True
650,True,False,False,False,False,False,True,False,False,True
651,False,True,False,False,False,False,True,False,False,True
652,True,False,False,False,False,False,False,True,True,False
653,False,False,False,False,False,False,False,True,True,False
654,False,False,False,False,False,False,True,False,False,True
655,False,False,False,False,False,False,True,False,True,False
656,False,True,True,False,False,False,True,False,False,True
657,True,False,False,False,False,False,True,False,False,True
658,False,False,False,False,False,False,False,True,True,False
659,False,True,False,False,False,False,False,True,True,False
660,False,True,False,False,False,False,True,False,False,True
661,False,False,False,False,False,False,True,False,False,True
662,False,True,False,False,False,False,True,False,False,True
663,True,False,False,False,False,True,False,False,False,True
664,True,False,False,False,False,False,False,True,True,False
665,False,False,False,False,False,True,False,False,False,True
666,False,True,False,False,False,False,False,True,True,False
667,True,False,False,False,False,False,True,False,False,True
668,False,False,False,False,False,False,False,True,True,False
669,False,False,False,False,False,False,True,False,False,True
670,False,False,False,False,False,False,True,False,True,False
671,False,True,False,False,False,False,False,True,True,False
672,True,False,False,False,False,False,True,False,True,False
673,False,False,False,False,False,False,True,False,False,True
674,True,False,False,False,False,False,False,True,True,False
675,False,True,False,False,False,False,False,True,True,False
676,True,False,False,False,False,False,False,True,True,False
677,False,True,False,False,False,False,True,False,False,True
678,True,False,False,False,False,False,False,True,True,False
679,False,False,False,False,False,True,False,False,False,True
680,True,False,False,False,False,True,False,False,False,True
681,False,True,False,False,False,False,False,True,True,False
682,False,True,True,False,False,False,False,True,True,False
683,False,False,False,False,False,False,True,False,False,True
684,True,False,False,False,False,False,True,False,False,True
685,False,True,False,False,False,True,False,False,False,True
686,False,True,False,False,False,False,False,True,True,False
687,True,False,False,False,False,False,True,False,False,True
688,True,False,False,False,False,False,True,False,False,True
689,False,True,False,False,False,True,False,False,False,True
690,True,False,False,False,False,False,False,True,True,False
691,False,True,False,False,False,False,True,False,True,False
692,False,True,False,False,False,False,False,True,True,False
693,False,True,False,False,False,False,False,True,True,False
694,False,True,False,False,False,True,False,False,False,True
695,True,False,False,False,False,False,True,False,False,True
696,False,True,False,False,False,False,False,True,True,False
697,False,True,False,False,False,False,False,True,True,False
698,True,False,False,False,False,False,False,True,True,False
699,False,True,True,False,False,False,False,True,True,False
700,False,False,False,False,False,False,True,False,False,True
701,False,False,False,False,False,False,False,True,True,False
702,False,True,False,False,False,False,False,True,True,False
703,True,False,False,False,False,False,True,False,False,True
704,False,True,False,False,False,False,False,True,True,False
705,True,False,False,False,False,False,False,True,True,False
706,False,True,False,False,False,False,False,True,True,False
707,False,False,False,False,False,False,True,False,False,True
708,True,False,False,False,False,False,True,False,False,True
709,False,False,False,False,False,False,False,True,True,False
710,False,True,False,False,False,False,False,True,True,False
711,False,False,False,False,False,False,True,False,False,True
712,False,True,False,False,False,False,False,True,True,False
713,False,True,False,False,False,False,False,True,True,False
714,False,False,False,False,False,False,False,True,True,False
715,False,False,False,False,False,False,False,True,True,False
716,False,True,True,False,False,False,False,True,True,False
717,False,False,False,False,False,False,False,True,True,False
718,True,False,False,False,False,False,False,True,True,False
719,False,False,False,False,False,False,False,True,True,False
720,True,False,False,False,False,True,False,False,False,True
721,False,False,False,False,False,True,False,False,False,True
722,False,True,False,False,False,False,False,True,True,False
723,False,True,True,False,False,False,False,True,True,False
724,False,True,False,False,False,False,False,True,True,False
